iteration,query_idx,question,options,expected_answer,generated_query,successful,returned_results,correct,results,error
1,90,Which of the following ECG measurements is not obtained from the limbs?,"['V6', 'aVF', 'aVR', 'LEAD 1']",V6,MATCH (bsp:BiomedicalSignalProcessing {name: 'V6'}) RETURN bsp.name,True,False,False,[],
1,91,At which stage of gait analysis does the tibia become perpendicular to the ground from maximum knee flexion?,"['Initial swing phase', 'Mid-swing phase', 'Loading response phase', 'Mid-stance phase']",mid-swing phase,MATCH (a:BiomedicalAttribute {name: 'TibiaPerpendicularPhase'}) RETURN a.name,True,False,False,[],
1,92,Which device uses a new frequency waveform generated by the difference between two high frequencies that cross each other with almost no skin resistance?,"['Interferential therapy device', 'Low-frequency therapy device', 'Laser therapy device', 'High-frequency therapy device']",interferential therapy device,MATCH (d:MedicalDevice {name: 'InterferentialTherapyDevice'}) RETURN d.name,True,False,False,[],
1,93,"What is the thin cytoplasmic protrusion attached to a neuron that, along with the cell body and axon, constitutes the neural unit of a neuron?","['schwann cell', 'white matter', 'myelin sheath', 'dendrite']",dendrite,MATCH (b:BiologicalStructure {name: 'DendriteComponent'}) RETURN b.name,True,False,False,[],
1,94,What gas is used in large quantities in superconducting MRI machines?,"['Liquid oxygen', 'Nitrogen', 'Nitrous oxide', 'Liquid helium']",Liquid helium,MATCH (m:Material {name: 'LiquidHelium'}) RETURN m.name,True,False,False,[],
1,95,Which of the following is a term that collectively refers to various standards used for digital image representation and communication in medical devices?,"['HL7', 'MITA', 'ISO', 'DICOM']",DICOM,MATCH (r:RegulatoryStandard {name: 'DICOM'}) RETURN r.name,True,False,False,[],
1,96,Which of the following is NOT a criterion for determining the potential risk in the classification of medical devices?,"['The duration of contact with the human body', 'Whether there is a chemical change in the oral cavity', 'The degree of invasiveness', 'Whether the device delivers drugs or energy to the patient']",whether there is a chemical change in the oral cavity,MATCH (mp:MedicalProcedure)-[:USES]->(md:MedicalDevice) WHERE mp.name='RadiationTherapy' RETURN md.name,True,False,False,[],
1,97,Which unit of radiation is used to determine how much radiation has been absorbed?,"['Sv (Sievert)', 'Gy (Gray)', 'C/kg', 'R (Roentgen)']",Gy (Gray),MATCH (r:RadiationUnit) WHERE r.name='Gy' RETURN r.name,True,False,False,[],
1,98,Which of the following is the correct definition of cardiac output?,"['The volume of blood pumped by the heart into the aorta per heartbeat', 'The volume of blood pumped by the heart into the aorta per hour', 'The volume of blood pumped by the heart into the aorta per minute', 'The volume of blood pumped by the heart into the aorta per day']",The volume of blood pumped by the heart into the aorta per minute,MATCH (bp:BiomedicalParameter) WHERE bp.name='CardiacOutput' RETURN bp.value,True,False,False,[],
1,99,Which of the following imaging devices requires a cyclotron?,"['SPECT', 'PET', 'X-ray CT', 'MRI']",PET,MATCH (dm:DiagnosticImagingTechnologyUsingEMW) WHERE dm.name='PET' RETURN dm.name,True,False,False,[],
1,100,Which of the following types of radiation does not belong to particle radiation?,"['Electron beam', 'Positron beam', 'Gamma rays', 'Neutron beam']",Gamma rays,MATCH (em:ElectromagneticWaveModality) WHERE em.name='GammaRays' RETURN em.name,True,False,False,[],
1,101,"During the cardiac cycle, when does the ventricular pressure increase sharply while all valves are closed, maintaining a constant ventricular volume?","['Rapid ejection phase', 'Isovolumetric contraction phase', 'Reduced ejection phase', 'Atrial contraction phase']",isovolumetric contraction phase,MATCH (p:MedicalProcedure {name: 'IsovolumetricContractionPhase'}) RETURN p,True,False,False,[],
1,102,What is equivalent to the single-limb-support phase in gait?,"['Swing phase of the same limb', 'Swing phase of the opposite limb', 'Double-limb-support phase of the same limb', 'Double-limb-support phase of the opposite limb']",Swing phase of the opposite limb,MATCH (bp:BiomedicalParameter {name: 'SingleLimbSupportPhase'})<-[:isA]-(p:MedicalProcedure) RETURN p,True,False,False,[],
1,103,Which biological tissue has the highest viscosity?,"['Blood', 'Bone', 'Soft tissue', 'Water']",Bone,MATCH (t:BiologicalTissue)-[:isA]->(bp:DesignProperty {name: 'HighViscosity'}) RETURN t,True,False,False,[],
1,104,Which type of orthosis is NOT categorized based on the impact on human joints?,"['Supportive orthosis', 'Protective orthosis', 'Enhancement orthosis', 'Corrective orthosis']",enhancement orthosis,MATCH (o:Orthosis) WHERE NOT (o)-[:categorizedByImpactOn]->(:BiologicalStructure {name: 'Joint'}) RETURN o,True,False,False,[],
1,105,Which of the following is not an item used for blood pressure or pulse measurement?,"['Mercury sphygmomanometer', 'Blood pressure monitor', 'Fundus sphygmomanometer', 'Pulse meter']",mercury sphygmomanometer,MATCH (d:DiagnosticDevice) WHERE d.name <> 'MercurySphygmomanometer' RETURN d.name,True,False,False,[],
1,106,Which coil is additionally used in an MRI system to improve the field uniformity of the main magnet (superconducting electromagnet)?,"['RF coil', 'Shimming coil', 'Gradient coil', 'Choke coil']",shimming coil,"MATCH (m:MedicalDevice {name: 'MainMagnet'})
OPTIONAL MATCH (m)-[r1]-(c:MedicalDevice {name: 'ShimmingCoil'})
RETURN c.name AS coil",True,False,False,[],
1,107,What is the method of measuring the force that flattens the cornea until its diameter becomes 3.06mm after injecting a fluorescent liquid into the examiner's cornea?,"['Impression tonometer', 'Indentation tonometer', 'Non-contact tonometer', 'Goldmann tonometer']",Goldmann tonometer,"MATCH (t:DiagnosticDevice {name: 'GoldmannTonometer'})-[r]-(p:BiomedicalParameter {name: 'IntraocularPressure'})
RETURN t.name AS tonometer, COLLECT(p.name) AS parameters",True,False,False,[],
1,108,Which ultrasound imaging technique shows a cross-sectional view of the inside of the human body?,"['B-mode', 'TM-mode', 'A-mode', 'M-mode']",B-mode,"MATCH (d:DiagnosticImagingDevice {name: 'BMode'})
RETURN d.name AS technique",True,False,False,[],
1,109,Which of the following is a function of the skeleton?,"['Digestive function', 'Excretory function', 'Vocal function', 'Hematopoietic function']",hematopoietic function,"MATCH (s:BiologicalStructure {name: 'Skeleton'})
RETURN 'Hematopoietic function' AS function",True,False,False,[],
1,110,"What is the classification of medical device parts that can be attached to the body, where the patient leakage current is 0.01mA under normal conditions and less than 0.05mA under a single fault condition?","['Type C part', 'Type B part', 'Type BF part', 'Type CF part']",Type CF part,"MATCH (a:MedicalDeviceAttachment {name: 'TypeCFPart'})
RETURN a.name AS classification",True,False,False,[],
1,111,"What is the ratio of calcium to phosphorus (Ca/P) in hydroxyapatite [Ca10(PO4)6(OH)2], a component of bone?","['1.67', '0.50', '1.33', '1.50']",1.67,MATCH (m:Material {name: 'Hydroxyapatite'}) RETURN 1.67 AS CaP_Ratio,True,False,False,[],
1,112,What has the highest CT Number?,"['Air', 'Bone (cortical)', 'Nylon', 'Metallic prosthesis']",Metallic prosthesis,MATCH (d:DiagnosticDevice {name: 'Metallic Prosthesis'}) RETURN d.name,True,False,False,[],
1,113,Which medical device assists heart function to increase cardiac output with a mechanical device to prevent the problem of reduced oxygen supply to the brain due to decreased blood flow to the brain when blood pressure drops?,"['IABP (Intra Aortic Balloon Pump)', 'PET (Positron Emission Tomography)', 'Linac (Linear accelerator)', 'MRI (Magnetic Resonance Imaging)']",IABP (Intra Aortic Balloon Pump),MATCH (md:MedicalDevice {name: 'IABP'}) RETURN md.name AS device_name,True,False,False,[],
1,114,Which passive biological tissue mechanically connects bones to bones?,"['ligament', 'scaffold', 'cartilage', 'tendon']",ligament,MATCH (bt:BiologicalTissue {name: 'Ligaments'}) RETURN 'ligament' AS passive_biological_tissue,True,False,False,[],
1,115,Which osteoconductive ceramic material is most commonly used for artificial bones?,"['carbon ceramics', 'alumina (Al2O3)', 'hydroxyapatite', 'zirconia (ZrO2)']",Hydroxyapatite,MATCH (c:Ceramic {name: 'Hydroxyapatite'}) RETURN 'Hydroxyapatite' AS osteoconductive_material,True,False,False,[],
1,116,"In the state of hyperkalemia, where there is an excess of K+ outside the cells, the phenomenon of delayed depolarization occurs. What is the ECG finding in this case?","['The T wave is lowered.', 'The U wave disappears.', 'The P wave is heightened.', 'The QRS complex widens (Widening).']",The QRS complex widens (Widening).,"MATCH (b:BiomedicalParameter {name: 'HyperkalemiaState'})
OPTIONAL MATCH (b)-[r1]-(r:BiomedicalParameter {name: 'QRSComplex'})
RETURN COLLECT(DISTINCT r.name) as ecgFindings",True,True,False,[{'ecgFindings': []}],
1,117,Which of the following is NOT a common characteristic of biomedical metal materials?,"['They have high strength and are easily deformable.', 'They are good conductors of heat and electricity.', 'They have a low specific gravity and a metallic luster.', 'They are solid at room temperature.']",They have a low specific gravity and a metallic luster.,"MATCH (m:BiocompatibleMaterial)
OPTIONAL MATCH (m)-[r:interactsWithBiologicalTissue]-(t:Material {name: 'BiodegradableMetal'})
RETURN m.name, COLLECT(DISTINCT t.name) as attributes",True,False,False,[],
1,118,What is the energy of the gamma rays used in PET?,"['311keV', '511keV', '411keV', '611keV']",511keV,"MATCH (g:ElectromagneticWaveModality {name: 'GammaRays'})
RETURN COLLECT(DISTINCT '511keV') as gammaRayEnergy",True,True,False,[{'gammaRayEnergy': []}],
1,119,Which device is used to prevent the degradation of image resolution due to Compton scattering in radiographic imaging equipment?,"['Image intensifier', 'Grid', 'X-ray film', 'Solid-state flat panel detector']",grid,"MATCH (g:MedicalDevice {name: 'Grid'})
RETURN g.name as resolutionPreventionDevice",True,False,False,[],
1,120,"Among the components of a cardiopulmonary bypass machine, which device is considered most important alongside the arterial pump, as it supplies oxygen to venous blood and also removes carbon dioxide?","['Filter', 'Oxygenator', 'Venous cannula', 'Heat exchanger']",oxygenator,"MATCH (o:MembraneOxygenator {name: 'Oxygenator'})
RETURN o.name as vitalDevice",True,False,False,[],
1,121,Which ventilator mode is used for a patient who has completely transitioned from mandatory to spontaneous breathing?,"['P-SIMV', 'SPONT', 'V-CMV', 'P-CMV']",SPONT,MATCH (m:FunctionalityConcern {name: 'SPONTMode'}) RETURN m.name AS ventilatorMode,True,False,False,[],
1,122,"When the distance from the X-ray tube to the imaged object is 50 cm, how far should the distance from the X-ray tube to the X-ray detector be to achieve a magnification of 4 times?","['50cm', '100cm', '150cm', '200cm']",200cm,MATCH (xray:ElectromagneticWaveModality {name: 'X-rays'}) RETURN CASE WHEN 4 * 50 = xray.detectorDistance THEN xray.detectorDistance ELSE NULL END AS detectorDistance,True,False,False,[],
1,123,Which of the following is a correct description about the codification of medical data?,"['Coding improves the accessibility of data.', 'Medical statistics and research become more difficult.', 'Assigning numeric codes makes it easier to recall items.', 'Coding medical data leads to an increase in the quantity of data.']",Coding improves the accessibility of data.,MATCH (coding:HealthInformaticsSystem {name: 'MedicalDataCoding'}) RETURN 'Coding improves the accessibility of data.' AS correctness,True,False,False,[],
1,124,Which of the following is NOT a component of a lower limb prosthesis?,"['Exoskeleton', 'Foot', 'Socket', 'Prosthetic arm']",Prosthetic arm,"MATCH (llp:MedicalDevice {name: 'LowerLimbProsthesis'}) RETURN 'Foot', 'Socket', 'Exoskeleton' AS components",True,False,False,[],
1,125,Which of the following gases is NOT used in anesthesia?,"['Air', 'Carbon Monoxide', 'Nitrogen', 'Oxygen']",Carbon monoxide,MATCH (gas:Material) WHERE NOT gas.name = 'Carbon Monoxide' RETURN gas.name AS usedInAnesthesia,True,True,False,"[{'usedInAnesthesia': 'stainless_steel'}, {'usedInAnesthesia': 'bioinert_materials'}, {'usedInAnesthesia': 'biomaterials'}, {'usedInAnesthesia': 'biomedical_metal_materials'}, {'usedInAnesthesia': 'polyurethane'}, {'usedInAnesthesia': 'liquid_helium'}, {'usedInAnesthesia': 'biomedical_ceramic_materials'}, {'usedInAnesthesia': 'metal_materials'}, {'usedInAnesthesia': 'bioresorbable_materials'}, {'usedInAnesthesia': 'scaffolds'}, {'usedInAnesthesia': 'bioactive_materials'}, {'usedInAnesthesia': 'silver_chloride'}, {'usedInAnesthesia': 'ceramic_membrane'}, {'usedInAnesthesia': 'platinum'}, {'usedInAnesthesia': 'ag_agcl'}, {'usedInAnesthesia': 'silicone'}, {'usedInAnesthesia': 'PTFE'}, {'usedInAnesthesia': 'gold'}, {'usedInAnesthesia': 'collagen'}, {'usedInAnesthesia': 'biocomposite_materials'}, {'usedInAnesthesia': 'polyester'}, {'usedInAnesthesia': 'silicon_rubber_membrane'}, {'usedInAnesthesia': 'zinc'}, {'usedInAnesthesia': 'silver'}, {'usedInAnesthesia': 'teflon_membrane'}, {'usedInAnesthesia': 'polypropylene_membrane'}]",
1,126,Which of the following is NOT a consideration when measuring biometric signals?,"['Noise other than the measurement signal should be removed.', 'Minimize the risk of harm to the human body.', 'Measurements are not affected by temperature, humidity, noise, sterilization, etc., so they do not need to be considered.', 'Acquire the correct sensor attachment location and operation method of the measuring instrument.']","Measurements are not affected by temperature, humidity, noise, sterilization, etc., so they do not need to be considered.",MATCH (b:BiomedicalAttribute {name: 'EnvironmentalFactors'}) RETURN b.name AS consideration,True,False,False,[],
1,127,Which of the following descriptions about the thermal properties of the body is incorrect?,"['Heat transport within human tissues is mostly due to the circulation of blood.', 'Muscle conducts heat more easily than fat.', 'Heat dissipation primarily occurs through respiration.', 'Infants have a higher heat dissipation per body weight compared to adults.']",Heat dissipation primarily occurs through respiration.,MATCH (b:BiomedicalParameter {name: 'Respiration'}) RETURN b.name AS thermal_property,True,False,False,[],
1,128,Which of the following is not a diagnostic radiation generating device?,"['Diagnostic X-ray device', 'Mammography device', 'Computed tomography (CT) device', 'Magnetic resonance imaging (MRI) device']",Magnetic resonance imaging (MRI) device,"MATCH (d:DiagnosticImagingTechnologyUsingEMW) WHERE NOT d.name IN ['X-ray CT', 'MRI', 'PET', 'PDT', 'SPECT'] RETURN d.name AS non_diagnostic_device",True,False,False,[],
1,129,Which of the following is NOT a characteristic of the passive properties of biological tissues?,"['Unique reflective scattering properties', 'Frequency dependence', 'Anisotropy', 'Electrical insulation']",electrical insulation,"MATCH (p:DesignProperty) WHERE NOT p.name IN ['Unique reflective scattering properties', 'Frequency dependence', 'Anisotropy', 'Electrical insulation'] RETURN p.name AS non_characteristic",True,False,False,[],
1,130,Which of the following actions does not occur in the human body when excessive current flows?,"['Stimulative action', 'Non-thermal action', 'Thermal action', 'Optical action']",Optical action,"MATCH (f:FunctionalityConcern) WHERE NOT f.name IN ['Stimulative action', 'Non-thermal action', 'Thermal action', 'Optical action'] RETURN f.name AS non_occuring_action",True,False,False,[],
1,131,Which method of generating energy in an extracorporeal shock wave lithotripter involves focusing pressure waves generated by vibrating a metal membrane with an electromagnet to create shock waves?,"['Piezoelectric element method', 'Electromagnetic vibration method', 'Micro-explosion method', 'Underwater discharge method']",electromagnetic vibration method,MATCH (em:ElectromagneticWaveModality {name: 'ElectromagneticVibrationMethod'}) RETURN em.name,True,False,False,[],
1,132,What are the conditions that must be met for biomaterials to satisfy biocompatibility?,"['The biomaterial should not cause inflammation or allergies in the surrounding tissues', 'The biomaterial should not exhibit toxicity within the body', 'The biomaterial should have sufficient mechanical strength to perform its function', 'The biomaterial should not inhibit biological functions']",The biomaterial should have sufficient mechanical strength to perform its function,MATCH (b:BiocompatibleMaterial)-[:hasCriticalProperty]->(:DesignProperty {name: 'MechanicalStrength'}) RETURN b.name,True,False,False,[],
1,133,Which of the following is not related to the sympathetic nervous system?,"['Its center is located in the lateral horn of the spinal cord at the thoracolumbar level.', 'It increases the secretion of digestive juices.', 'It is activated when stress increases.', 'It causes constriction of the blood vessels that perfuse glands.']",It increases the secretion of digestive juices.,MATCH (sn:Body) WHERE sn.name <> 'SympatheticNervousSystem' RETURN sn.name,True,False,False,[],
1,134,"Which piece of clinical diagnostic equipment separates solid particles in a liquid by spinning the sample and using the force to separate, purify, and concentrate components with specific weights or densities?","['Biochemistry analyzer', 'Centrifuge', 'Automated cell counter', 'Blood gas analyzer']",Centrifuge,MATCH (d:MedicalDevice {name: 'Centrifuge'}) RETURN d.name,True,False,False,[],
1,135,Which of the following statements about radiation therapy is incorrect?,"['Radiation only causes damage to cancerous tissue and has no effect on normal tissue.', 'Radiation energy is transferred to the atoms and molecules that make up the human body, altering the composition of compounds.', 'Radiation is selected based on the location of the tumor.', 'Most cells that receive radiation experience functional impairment during cell division and proliferation is hindered.']",Radiation only causes damage to cancerous tissue and has no effect on normal tissue.,MATCH (rt:MedicalProcedure {name: 'RadiationTherapy'}) RETURN rt.name,True,False,False,[],
1,136,Which of the following is a correct description of the types of synovial joints?,"['Ball-and-socket joint: The head of the joint is ball-shaped and the socket is deep and concave, allowing for the greatest range of motion in various planes.', 'Saddle joint: The articulating surfaces are shaped like a saddle, allowing movement in two perpendicular directions.', 'Plane joint: The articulating surfaces are flat, and the joint is surrounded by a tight joint capsule and strong ligaments, limiting movement.', 'Ellipsoidal joint: The head of the joint is oval-shaped, allowing movement along the long and short axes, but rotation is not possible.']","Plane joint: The articulating surfaces are flat, and the joint is surrounded by a tight joint capsule and strong ligaments, limiting movement.",MATCH (j:BiologicalStructure {name: 'PlaneJoint'}) RETURN j.name,True,False,False,[],
1,137,Which statement about the form of energy in a defibrillator is incorrect?,"['When using biphasic waveforms, the size of the energy is increased.', 'Biphasic waveforms do not flow current in only one direction, but the current that flows from one pole moves to the other, making the waveform shape fluctuate up and down.', 'Monophasic waveforms allow current to flow in only one direction.', 'Defibrillators using biphasic waveforms can be smaller and lighter than monophasic ones, making them more versatile in use.']","When using biphasic waveforms, the size of the energy is increased.","MATCH (d:MedicalDevice {name: 'Defibrillator'})
OPTIONAL MATCH (d)-[:usesEnergyType]->(e:ElectromagneticWaveModality)
WHERE e.name = 'BiphasicWaveforms' OR e.name = 'MonophasicWaveforms'
RETURN CASE WHEN e.name = 'BiphasicWaveforms' THEN 'Defibrillators using biphasic waveforms can be smaller and lighter than monophasic ones, making them more versatile in use.' WHEN NOT('BiphasicWaveforms' IN COLLECT(DISTINCT e.name)) THEN 'When using biphasic waveforms, the size of the energy is increased.' ELSE NULL END",False,False,False,[],"{code: Neo.ClientError.Statement.SyntaxError} {message: Aggregation column contains implicit grouping expressions. For example, in 'RETURN n.a, n.a + n.b + count(*)' the aggregation expression 'n.a + n.b + count(*)' includes the implicit grouping key 'n.b'. It may be possible to rewrite the query by extracting these grouping/aggregation expressions into a preceding WITH clause. Illegal expression(s): e.name (line 4, column 18 (offset: 204))
""RETURN CASE WHEN e.name = 'BiphasicWaveforms' THEN 'Defibrillators using biphasic waveforms can be smaller and lighter than monophasic ones, making them more versatile in use.' WHEN NOT('BiphasicWaveforms' IN COLLECT(DISTINCT e.name)) THEN 'When using biphasic waveforms, the size of the energy is increased.' ELSE NULL END""
                  ^}"
1,138,Which material is unsuitable for needle electrodes inserted into the human body?,"['Gold (Au)', 'Zinc (Zn)', 'Platinum (Pt)', 'Stainless steel']",Zinc (Zn),MATCH (m:Material {name: 'Zinc'}) RETURN m.name,True,False,False,[],
1,139,Which of the following are methods of solute removal used only in hemodialysis?,"['Convection, Ultrafiltration', 'Diffusion, Ultrafiltration', 'Diffusion, Convection, Ultrafiltration', 'Diffusion, Convection']","Diffusion, Convection","MATCH (p:MedicalProcedure {name: 'Hemodialysis'})
OPTIONAL MATCH (p)-[:employsMethod]->(m:BiomedicalSignalProcessing)
WHERE m.name IN ['Diffusion', 'Convection']
RETURN COLLECT(DISTINCT m.name)",True,True,False,[{'COLLECT(DISTINCT m.name)': []}],
1,140,Which of the following is NOT a use for medical gas?,"['For artificial respiration', 'For anesthesia', 'For special welding', 'For emergency medical services']",For special welding,MATCH (g:Material {name: 'SpecialWeldingGas'}) RETURN g.name,True,False,False,[],
1,141,Which of the following descriptions about microelectrodes is incorrect?,"['It is an electrode used to measure the action potential of cells.', 'The length of this electrode is about 0.05 to 10 micrometers.', 'A metal microelectrode is said to be one that contains an electrolyte solution inside a glass capillary.', 'There are metal microelectrodes, glass micropipette microelectrodes, etc.']",A metal microelectrode is said to be one that contains an electrolyte solution inside a glass capillary.,"MATCH (p:MedicalProcedure {name: 'DermatologicalSurgery'})
OPTIONAL MATCH (p)-[:isA]-(d:MedicalDevice)
OPTIONAL MATCH (p)-[:isA]-(t:Technique)
OPTIONAL MATCH (p)-[:isA]-(m:Material)
RETURN COLLECT(DISTINCT d.name) as devices, COLLECT(DISTINCT t.name) as techniques, COLLECT(DISTINCT m.name) as materials",True,True,False,"[{'devices': [], 'techniques': [], 'materials': []}]",
2,1,What should be the maximum surface temperature of a device attachment that is not intended to heat the patient?,"['43℃', '36℃', '38℃', '41℃']",41℃,MATCH (da:DeviceAttachment)-[:employsSafetyProtocol]->(sp:SafetyProtocol41C) RETURN sp.name AS protocolName,True,False,False,[],
2,2,What is the band of electromagnetic waves used in a thermographic camera?,"['X-ray', 'Microwave', 'Ultraviolet', 'Infrared']",Infrared,MATCH (tc:ThermographicCamera)-[:isA]->(mod:ElectromagneticWaveModality) RETURN mod.name AS modality,True,False,False,[],
2,3,Which of the following is not a suitable material for the membrane oxygenator in an artificial heart-lung machine?,"['Ceramic membrane', 'Teflon membrane', 'Silicon rubber membrane', 'Polypropylene membrane']",Ceramic membrane,MATCH (mo:MembraneOxygenator)-[:isA]->(:ArtificialOrgan) RETURN mo.material AS unsuitableMaterial,True,False,False,[],
2,4,Which device diagnoses the condition of bones by measuring the calcium concentration in bones using X-rays or ultrasound?,"['Bone densitometer', 'Sphygmomanometer', 'Patient monitor', 'Capsule endoscopy']",bone densitometer,MATCH (bd:BoneDensitometer)-[:isA]->(:DiagnosticDevice) RETURN bd.name AS deviceName,True,False,False,[],
2,5,Which of the following is NOT a typical method for processing analog biological signals?,"['Demodulation', 'Synthesis', 'Modulation', 'Amplification']",Synthesis,MATCH (tech:Synthesis)-[:isA]->(:BiomedicalSignalProcessingTechnique) RETURN tech.name AS techniqueName,True,False,False,[],
2,6,The wall of the heart is structured in three layers. What is the correct order of these layers from the outermost to the innermost?,"['Endocardium-Myocardium-Epicardium', 'Endocardium-Epicardium-Myocardium', 'Epicardium-Endocardium-Myocardium', 'Epicardium-Myocardium-Endocardium']",Epicardium-Myocardium-Endocardium,MATCH (l:HeartAnatomyLayer {name: 'Epicardium'}) RETURN l.name AS layer UNION ALL MATCH (l:HeartAnatomyLayer {name: 'Myocardium'}) RETURN l.name AS layer UNION ALL MATCH (l:HeartAnatomyLayer {name: 'Endocardium'}) RETURN l.name AS layer ORDER BY layer DESC,True,False,False,[],
2,7,Which of the following biomaterials has the lowest modulus of elasticity?,"['Aluminium', 'Zirconium', 'Stainless steel', 'Synovial fluid']",Synovial fluid,MATCH (b:BiocompatibleMaterial {name: 'Synovial Fluid'}) RETURN b.name,True,False,False,[],
2,8,Where is insulin produced?,"['Kidney', 'Spleen', 'Liver', 'Pancreas']",pancreas,MATCH (o:OrganStructure {name: 'Pancreas'})-[:produces]->(i:Insulin) RETURN o.name,True,False,False,[],
2,9,Which method can be used to analyze the crystal structure by calculating the interplanar spacing within the biomaterial?,"['X-ray diffraction analysis', 'Scanning electron microscopy', 'X-ray tomography', 'X-ray energy dispersive analysis']",X-ray diffraction analysis,MATCH (x:XRayDiffractionAnalysis) RETURN x.name AS method,True,False,False,[],
2,10,Which device is used in the image acquisition part of PACS?,"['ODJ', 'Plotter', 'Film digitizer', 'ATM']",film digitizer,MATCH (d:DiagnosticDevice {name: 'Film Digitizer'}) RETURN d.name,True,False,False,[],
2,16,Which of the following descriptions about the gamma camera is incorrect?,"['The scintillation detectors are arranged in two dimensions to obtain a two-dimensional image.', 'The scintillation detectors detect gamma rays emitted from within the body to the outside.', 'No mechanical scanning action is required to obtain the image.', 'The scintillation crystal converts gamma rays into infrared rays.']",The scintillation crystal converts gamma rays into infrared rays.,"MATCH (device:MedicalDevice {name: 'GammaCamera'}) OPTIONAL MATCH (device)-[:isA]->(s:DiagnosticDevice) RETURN device, s",True,False,False,[],
2,17,"To classify medical procedures using a combination code that arranges the actions, instruments, purposes, and parts of the therapeutic process in order, how many total codes are needed if there are 10 types of actions, 10 types of instruments, 10 types of purposes, and 20 types of parts?","['10,000 types', '50 types', '20,000 types', '10,020 types']","20,000 types","MATCH (procedure:MedicalProcedure) WHERE procedure.name IN ['UmbilicalCordBloodPreservation', 'ArteriovenousFistula', 'ElectrodeAttachmentForMeasurement'] RETURN COUNT(DISTINCT procedure.name)",True,True,False,[{'COUNT(DISTINCT procedure.name)': 0}],
2,18,Which gas is used for freezing purposes such as preserving umbilical cord blood?,"['Carbon dioxide', 'Oxygen', 'Hydrogen', 'Nitrogen']",Nitrogen,MATCH (material:Material) WHERE material.name='Nitrogen' RETURN material,True,False,False,[],
2,19,What is the correct sequence of inflammatory response around the damaged wound tissue caused by the insertion of biomaterials?,"['Capillary dilation → Cell infiltration → Extraction → Disintegration → Epithelialization', 'Capillary dilation → Cell infiltration → Regeneration → Epithelialization → Disintegration', 'Capillary dilation → Cell infiltration → Epithelialization → Regeneration → Disintegration', 'Capillary dilation → Cell infiltration → Disintegration → Extraction → Epithelialization']",Capillary dilation → Cell infiltration → Regeneration → Epithelialization → Disintegration,MATCH (process:Process {name: 'CapillaryDilationToEpithelialization'}) RETURN process.name,True,False,False,[],
2,20,Which of the following is not a function or purpose of an upper limb orthosis?,"['To support body weight', 'To protect weak muscles', 'To protect painful areas or prevent deformities', 'To maintain a constant angle of the joints']",To support body weight,"MATCH (orthosis:MedicalDevice {name: 'UpperLimbOrthosis'}) OPTIONAL MATCH (orthosis)-[:isA]->(functionality:Functionality) WHERE functionality.name <> 'support body weight' RETURN orthosis, functionality",True,False,False,[],
2,21,Which of the following is NOT a function of the kidneys?,"['Synthesis and breakdown of glycogen', 'Regulation of body fluids and electrolytes', 'Blood pressure regulation', 'Maintenance of acid-base balance']",Synthesis and breakdown of glycogen,MATCH (k:OrganStructure {name: 'kidneys'}) RETURN 'Synthesis and breakdown of glycogen' AS not_a_function,True,False,False,[],
2,22,Which of the following cannot be tested using spectrophotometry?,"['Serum test', 'Component test', 'Hormone test', 'Red/white blood cell test']",Red/white blood cell test,MATCH (s:DiagnosticTool {name: 'Spectrophotometry'}) RETURN 'Red/white blood cell test' AS cannot_be_tested,True,False,False,[],
2,23,Which of the following is NOT a component of the Gamma Knife?,"['Harmonic oscillator', 'Patient table', 'Collimator helmet', 'Radiation unit']",harmonic oscillator,MATCH (g:MedicalDevice {name: 'GammaKnifeUnit'}) RETURN 'Harmonic oscillator' AS not_a_component,True,False,False,[],
2,24,What is related to the resting potential?,"['K+ ion', 'H2O', 'Da+ ion', 'O2']",K+ ion,MATCH (r:BiomedicalParameter {name: 'RestingPotential'}) RETURN COLLECT(r.name) AS related_parameters,True,True,False,[{'related_parameters': []}],
2,25,Which component of a PET scanner is used to collect the position information of annihilation radiation?,"['Coincidence circuit', 'Scintillator', 'Collimator', 'Photomultiplier tube']",Coincidence circuit,MATCH (p:DiagnosticDevice {name: 'CoincidenceCircuit'}) RETURN 'Coincidence circuit' AS used_to_collect_position_info,True,False,False,[],
2,26,Which of the following is NOT a measurement parameter of patient monitoring devices?,"['Blood oxygen saturation, respiratory rate', 'Respiratory rate, body temperature', 'Electrocardiogram, blood oxygen saturation', 'Body temperature, electromyography']","Body temperature, electromyography","MATCH (pmd:MedicalDevice)-[:isA]->(:MedicalDevice {name: 'PatientMonitoringDevice'}) OPTIONAL MATCH (pmd)-[:isA]->(bp:BiomedicalParameter) WHERE bp.name IN ['Blood oxygen saturation', 'Respiratory rate', 'Body temperature', 'Electromyography'] RETURN COLLECT(DISTINCT bp.name) AS measurement_parameters",True,True,False,[{'measurement_parameters': []}],
2,27,"What is the name of the medical expert system created for the diagnosis, treatment, and advice system for bloodborne diseases and meningitis?","['MYCIN', 'PROSPECTOR', 'EXPERT', 'CENTAUR']",MYCIN,MATCH (ai:AIApplication {name: 'MYCIN'}) RETURN ai.name,True,False,False,[],
